UserID:9 might like the movie with ID: 5955,Pearson Correlation Similarity: 2.5
UserID:9 might like the movie with ID: 58357,Pearson Correlation Similarity: 2.3333333
UserID:9 might like the movie with ID: 22287,Pearson Correlation Similarity: 2.3333333
UserID:9 might like the movie with ID: 16929,Pearson Correlation Similarity: 2.0
UserID:9 might like the movie with ID: 10680,Pearson Correlation Similarity: 2.0
UserID:15 might like the movie with ID: 51033,Pearson Correlation Similarity: 3.0
UserID:15 might like the movie with ID: 16929,Pearson Correlation Similarity: 3.0
UserID:15 might like the movie with ID: 47795,Pearson Correlation Similarity: 2.5
UserID:20 might like the movie with ID: 16929,Pearson Correlation Similarity: 2.5
UserID:20 might like the movie with ID: 26306,Pearson Correlation Similarity: 0.5
UserID:21 might like the movie with ID: 59638,Pearson Correlation Similarity: 2.9282033
UserID:42 might like the movie with ID: 3849,Pearson Correlation Similarity: 3.0
UserID:42 might like the movie with ID: 16929,Pearson Correlation Similarity: 2.3333333
UserID:42 might like the movie with ID: 13669,Pearson Correlation Similarity: 0.5
UserID:51 might like the movie with ID: 40021,Pearson Correlation Similarity: 5.0
UserID:51 might like the movie with ID: 39512,Pearson Correlation Similarity: 5.0
UserID:51 might like the movie with ID: 60417,Pearson Correlation Similarity: 5.0
UserID:51 might like the movie with ID: 63745,Pearson Correlation Similarity: 5.0
UserID:51 might like the movie with ID: 54365,Pearson Correlation Similarity: 5.0
UserID:70 might like the movie with ID: 44786,Pearson Correlation Similarity: 2.5
UserID:71 might like the movie with ID: 1786,Pearson Correlation Similarity: 4.5
UserID:71 might like the movie with ID: 41154,Pearson Correlation Similarity: 3.5
UserID:71 might like the movie with ID: 27003,Pearson Correlation Similarity: 3.0
UserID:71 might like the movie with ID: 19982,Pearson Correlation Similarity: 3.0
UserID:71 might like the movie with ID: 67385,Pearson Correlation Similarity: 2.3333333
UserID:76 might like the movie with ID: 51033,Pearson Correlation Similarity: 4.0
UserID:76 might like the movie with ID: 63134,Pearson Correlation Similarity: 3.3333333
UserID:76 might like the movie with ID: 25038,Pearson Correlation Similarity: 3.0
UserID:76 might like the movie with ID: 68259,Pearson Correlation Similarity: 3.0
UserID:76 might like the movie with ID: 61632,Pearson Correlation Similarity: 2.0
UserID:89 might like the movie with ID: 16929,Pearson Correlation Similarity: 2.5
UserID:98 might like the movie with ID: 62727,Pearson Correlation Similarity: 4.5
UserID:98 might like the movie with ID: 31854,Pearson Correlation Similarity: 4.0
UserID:98 might like the movie with ID: 48201,Pearson Correlation Similarity: 4.0
UserID:98 might like the movie with ID: 65145,Pearson Correlation Similarity: 4.0
UserID:98 might like the movie with ID: 63243,Pearson Correlation Similarity: 3.6666667
