1,52999,0.98546976
1,31967,0.98466146
1,30884,0.98466146
1,3636,0.9844172
1,37468,0.9841827
2,16223,0.98554224
2,69348,0.98495954
2,29041,0.984945
2,10813,0.984945
2,37194,0.98488647
3,18500,0.97321707
3,5940,0.9703308
3,16538,0.96940005
3,3227,0.9691028
3,46923,0.9689938
4,39832,0.9932718
4,43854,0.9932718
4,27225,0.9932718
4,69766,0.9930517
4,49503,0.9930517
5,37354,0.9781522
5,25822,0.97555685
5,43825,0.97555685
5,13532,0.97555685
5,63546,0.97503465
6,22108,0.98565775
6,57031,0.9851532
6,47151,0.98411816
6,17131,0.98395336
6,44275,0.9839223
7,69826,0.9757457
7,70328,0.9738
7,14015,0.97366357
7,56125,0.9729121
7,59915,0.97175276
8,41084,0.9974238
8,23646,0.9973195
8,42242,0.9972798
8,70325,0.9972611
8,51296,0.99723446
9,34038,0.9556852
9,5751,0.9544299
9,71203,0.9544299
9,61123,0.95328605
9,58760,0.9503183
10,56665,0.9816154
10,52828,0.98103356
10,66731,0.9806139
10,50212,0.9790001
10,1265,0.97847563
11,20428,0.9910464
11,11719,0.9905107
11,56110,0.99031806
11,70924,0.99000436
11,42020,0.9899891
12,10877,0.9860973
12,24684,0.9844084
12,16541,0.9817389
12,5875,0.98160976
12,4799,0.98101556
13,44705,0.98281974
13,24831,0.98094404
13,41253,0.9792079
13,26623,0.97848135
13,53389,0.9784031
14,50949,0.97713107
14,51282,0.97263885
14,25475,0.97083473
14,16993,0.9708045
14,3736,0.9704626
16,45054,0.99114716
16,63460,0.99114716
16,6093,0.99104
16,66370,0.99079907
16,55725,0.9906846
17,71379,0.98187745
17,56844,0.9785227
17,53354,0.9767365
17,28027,0.97671694
17,28350,0.97615933
18,53354,0.9964503
18,17193,0.99613583
18,68257,0.99609953
18,33905,0.9960925
18,51425,0.9960902
19,40481,0.99490625
19,16392,0.9948714
19,21922,0.994826
19,15704,0.9948021
19,43826,0.99479866
22,1505,0.9921791
22,50514,0.9919487
22,62370,0.991889
22,37305,0.991889
22,59762,0.991889
23,67729,0.98546976
23,66154,0.98491704
23,4440,0.9844172
23,20679,0.9841827
23,59649,0.98395693
24,62538,0.99119335
24,20382,0.99119335
24,39687,0.99119335
24,15322,0.9907599
24,43428,0.9907599
26,61426,0.9934491
26,52629,0.9932771
26,4585,0.9931228
26,10366,0.992922
26,10512,0.992922
27,25633,0.98916227
27,68717,0.9889339
27,60563,0.9889339
27,25898,0.9889339
27,5158,0.98869103
28,71435,0.98210055
28,37702,0.98109645
28,27654,0.9802732
28,10194,0.9795997
28,31602,0.97919
29,27819,0.9711809
29,34703,0.96604383
29,44167,0.9633444
29,13360,0.9589835
29,30344,0.9567499
30,61357,0.9927162
30,18647,0.99228823
30,15704,0.99224544
30,18794,0.99224544
30,5340,0.9921655
33,40169,0.9836796
33,37548,0.98217297
33,13463,0.98217297
33,37446,0.98217297
33,26270,0.98158866
34,59874,0.9972441
34,2641,0.99723077
34,10127,0.99717444
34,26348,0.9970168
34,10171,0.9970071
35,58633,0.9943904
35,37980,0.99434954
35,41584,0.994273
35,60316,0.99425334
35,45655,0.9942077
36,1288,0.996085
36,52644,0.9959567
36,49117,0.995668
36,27637,0.9955509
36,19280,0.99550873
37,55996,0.99216217
37,56299,0.99212545
37,30008,0.9921169
37,33291,0.99211544
37,55773,0.9919684
38,27235,0.99277765
38,69153,0.9924895
38,67813,0.99237496
38,67918,0.99231285
38,13472,0.9922783
40,61173,0.96768105
40,17455,0.96768105
40,1430,0.96768105
40,5154,0.96768105
40,41219,0.96313024
41,38453,0.9878144
41,61638,0.98661333
41,24738,0.986309
41,8802,0.9860701
41,18408,0.986043
42,822,0.9789846
42,3166,0.97679675
42,15400,0.9757416
42,67009,0.975493
42,22825,0.9745468
43,46013,0.98152405
43,3847,0.9809979
43,21060,0.98070353
43,50419,0.97838354
43,70103,0.9779793
44,46421,0.9660234
44,41441,0.9643301
44,32652,0.9638118
44,47883,0.9628296
44,15053,0.9628296
45,13494,0.98812175
45,62623,0.9868666
45,21923,0.9867538
45,67383,0.9860188
45,31362,0.98593575
46,46952,0.9802732
46,53647,0.97955585
46,70139,0.9777694
46,675,0.97385263
